subdivision_code,local_num,name,abbrev,abbrev_source,kx_lexlabel,kx_abbrev_score,kx_abbrev_rule
AC,1200013,Acrelândia,ACL,1,acrelandia,"",r03-var
AC,1200054,Assis Brasil,ABL,3,assis.brasil,R,r03
AC,1200104,Brasiléia,BLI,3,brasileia,R,r03
AC,1200138,Bujari,BUJ,1,bujari,"",r01
AC,1200179,Capixaba,CPX,1,capixaba,"",r04
AC,1200203,Cruzeiro do Sul,CZU,3,cruzeiro.sul,B,r04
AC,1200252,Epitaciolândia,EPT,3,epitaciolandia,B,?
AC,1200302,Feijó,FJO,3,feijo,B,?
AC,1200328,Jordão,JDA,1,jordao,"",?
AC,1200336,Mâncio Lima,MLI,3,mancio.lima,B,?
AC,1200344,Manoel Urbano,MUO,1,manoel.urbano,"",?
AC,1200351,Marechal Thaumaturgo,MTH,1,marechal.thaumaturgo,"",?
AC,1200385,Plácido de Castro,PCY,3,placido.castro,F,?
AC,1200393,Porto Walter,PWL,1,porto.walter,"",?
AC,1200401,Rio Branco,RBO,3,rio.branco,B,?
AC,1200427,Rodrigues Alves,RAL,1,rodrigues.alves,"",?
AC,1200435,Santa Rosa do Purus,SRP,1,santa.rosa.purus,"",?
AC,1200450,Senador Guiomard,SWD,3,senador.guiomard,F,?
AC,1200500,Sena Madureira,SMD,3,sena.madureira,B,?
AC,1200609,Tarauacá,TAU,3,tarauaca,B,?
AC,1200708,Xapuri,XPI,3,xapuri,B,?
AC,1200807,Porto Acre,PAE,1,porto.acre,"",?
AL,2700102,Água Branca,ABN,1,agua.branca,"",
AL,2700201,Anadia,AAD,1,anadia,"",
AL,2700300,Arapiraca,AIR,1,arapiraca,"",
AL,2700409,Atalaia,ATL,1,atalaia,"",
AL,2700508,Barra de Santo Antônio,BNA,1,barra.santo.antonio,"",
AL,2700607,Barra de São Miguel,BDG,1,barra.sao.miguel,R,
AL,2700706,Batalha,BTH,1,batalha,"",
AL,2700805,Belém,BLX,1,belem,F,
AL,2700904,Belo Monte,BLN,1,belo.monte,"",
AL,2701001,Boca da Mata,BOD,1,boca.mata,R,
AL,2701100,Branquinha,BQH,1,branquinha,"",
AL,2701209,Cacimbinhas,CBH,1,cacimbinhas,"",
AL,2701308,Cajueiro,CJO,1,cajueiro,"",
AL,2701357,Campestre,,1,campestre,"",
AL,2701407,Campo Alegre,CLR,1,campo.alegre,"",
AL,2701506,Campo Grande,CGN,1,campo.grande,"",
AL,2701605,Canapi,CNK,1,canapi,F,
AL,2701704,Capela,CPA,1,capela,"",
AL,2701803,Carneiros,CKN,1,carneiros,F,
AL,2701902,Chã Preta,CHK,1,cha.preta,F,
AL,2702009,Coité do Nóia,CYO,1,coite.noia,F,
AL,2702108,Colônia Leopoldina,COL,1,colonia.leopoldina,"",
AL,2702207,Coqueiro Seco,,1,coqueiro.seco,"",
AL,2702306,Coruripe,CUI,1,coruripe,"",
AL,2702355,Craíbas,KIS,1,craibas,F,
AL,2702405,Delmiro Gouveia,DGA,1,delmiro.gouveia,"",
AL,2702504,Dois Riachos,DSH,1,dois.riachos,"",
AL,2702553,Estrela de Alagoas,EAL,1,estrela.alagoas,"",
AL,2702603,Feira Grande,FGE,1,feira.grande,"",
AL,2702702,Feliz Deserto,FZO,1,feliz.deserto,"",
AL,2702801,Flexeiras,FXS,1,flexeiras,"",
AL,2702900,Girau do Ponciano,GUP,1,girau.ponciano,"",
AL,2703007,Ibateguara,IBG,1,ibateguara,"",
AL,2703106,Igaci,ICY,1,igaci,F,
AL,2703205,Igreja Nova,IGJ,1,igreja.nova,"",
AL,2703304,Inhapi,IHP,1,inhapi,"",
AL,2703403,Jacaré dos Homens,JSH,1,jacare.homens,R,
AL,2703502,Jacuípe,JPE,1,jacuipe,"",
AL,2703601,Japaratinga,JPG,1,japaratinga,"",
AL,2703700,Jaramataia,JAA,1,jaramataia,"",
AL,2703759,Jequiá da Praia,,1,jequia.praia,"",
AL,2703809,Joaquim Gomes,JQG,1,joaquim.gomes,"",
AL,2703908,Jundiá,JUD,1,jundia,"",
AL,2704005,Junqueiro,JQO,1,junqueiro,"",
AL,2704104,Lagoa da Canoa,LDC,1,lagoa.canoa,R,
AL,2704203,Limoeiro de Anadia,LIM,1,limoeiro.anadia,"",
AL,2704302,Maceió,MCO,1,maceio,"",
AL,2704401,Major Isidoro,MJR,1,major.isidoro,"",
AL,2704500,Maragogi,MGI,1,maragogi,"",
AL,2704609,Maravilha,MVI,1,maravilha,"",
AL,2704708,Marechal Deodoro,MHD,1,marechal.deodoro,"",
AL,2704807,Maribondo,MBO,1,maribondo,"",
AL,2704906,Mar Vermelho,MVM,1,mar.vermelho,"",
AL,2705002,Mata Grande,MGR,1,mata.grande,"",
AL,2705101,Matriz de Camaragibe,MZC,1,matriz.camaragibe,"",
AL,2705200,Messias,MEA,1,messias,"",
AL,2705309,Minador do Negrão,MNX,1,minador.negrao,F,
AL,2705408,Monteirópolis,MON,1,monteiropolis,"",
AL,2705507,Murici,MRI,1,murici,"",
AL,2705606,Novo Lino,NLO,1,novo.lino,"",
AL,2705705,Olho d'Água das Flores,,1,olho.agua.flores,"",
AL,2705804,Olho d'Água do Casado,,1,olho.agua.casado,"",
AL,2705903,Olho d'Água Grande,,1,olho.agua.grande,"",
AL,2706000,Olivença,OIV,1,olivenca,"",
AL,2706109,Ouro Branco,OUB,1,ouro.branco,"",
AL,2706208,Palestina,PSY,1,palestina,F,
AL,2706307,Palmeira dos Índios,PIN,1,palmeira.indios,"",
AL,2706406,Pão de Açúcar,PKW,1,pao.acucar,F,
AL,2706422,Pariconha,,1,pariconha,"",
AL,2706448,Paripueira,,1,paripueira,"",
AL,2706505,Passo de Camaragibe,PEG,1,passo.camaragibe,R,
AL,2706604,Paulo Jacinto,PJO,1,paulo.jacinto,"",
AL,2706703,Penedo,PND,1,penedo,"",
AL,2706802,Piaçabuçu,PIB,1,piacabucu,"",
AL,2706901,Pilar,PLR,1,pilar,"",
AL,2707008,Pindoba,PYD,1,pindoba,F,
AL,2707107,Piranhas,PYH,1,piranhas,F,
AL,2707206,Poço das Trincheiras,PCH,1,poco.trincheiras,"",
AL,2707305,Porto Calvo,PCV,1,porto.calvo,"",
AL,2707404,Porto de Pedras,POP,1,porto.pedras,"",
AL,2707503,Porto Real do Colégio,PLC,1,porto.real.colegio,"",
AL,2707602,Quebrangulo,QGO,1,quebrangulo,"",
AL,2707701,Rio Largo,RGO,1,rio.largo,"",
AL,2707800,Roteiro,RTI,1,roteiro,"",
AL,2707909,Santa Luzia do Norte,SZT,1,santa.luzia.norte,"",
AL,2708006,Santana do Ipanema,SNN,1,santana.ipanema,"",
AL,2708105,Santana do Mundaú,SUD,1,santana.mundau,"",
AL,2708204,São Brás,SOB,1,sao.bras,"",
AL,2708303,São José da Laje,SJJ,1,sao.jose.laje,"",
AL,2708402,São José da Tapera,,1,sao.jose.tapera,"",
AL,2708501,São Luís do Quitunde,SLQ,1,sao.luis.quitunde,"",
AL,2708600,São Miguel dos Campos,SMM,1,sao.miguel.campos,"",
AL,2708709,São Miguel dos Milagres,SYM,1,sao.miguel.milagres,F,
AL,2708808,São Sebastião,SWS,1,sao.sebastiao,F,
AL,2708907,Satuba,STU,1,satuba,"",
AL,2708956,Senador Rui Palmeira,SUP,1,senador.rui.palmeira,"",
AL,2709004,Tanque d'Arca,,1,tanque.arca,"",
AL,2709103,Taquarana,,1,taquarana,"",
AL,2709152,Teotônio Vilela,,1,teotonio.vilela,"",
AL,2709202,Traipu,TRP,1,traipu,"",
AL,2709301,União dos Palmares,UPS,1,uniao.palmares,"",
AL,2709400,Viçosa,VIS,1,vicosa,"",
AM,1300029,Alvarães,AVY,1,alvaraes,F,
AM,1300060,Amaturá,ATK,1,amatura,F,
AM,1300086,Anamã,AAK,1,anama,F,
AM,1300102,Anori,ANR,1,anori,"",
AM,1300144,Apuí,,1,apui,"",
AM,1300201,Atalaia do Norte,ATN,1,atalaia.norte,"",
AM,1300300,Autazes,AZS,1,autazes,"",
AM,1300409,Barcelos,BCL,1,barcelos,"",
AM,1300508,Barreirinha,BAE,1,barreirinha,"",
AM,1300607,Benjamin Constant,BCT,1,benjamin.constant,"",
AM,1300631,Beruri,BRY,1,beruri,F,
AM,1300680,Boa Vista do Ramos,BVK,1,boa.vista.ramos,F,
AM,1300706,Boca do Acre,BDE,1,boca.acre,R,
AM,1300805,Borba,BBA,1,borba,"",
AM,1300839,Caapiranga,CGW,1,caapiranga,F,
AM,1300904,Canutama,CTM,1,canutama,"",
AM,1301001,Carauari,CUY,1,carauari,F,
AM,1301100,Careiro,CXY,1,careiro,F,
AM,1301159,Careiro da Várzea,CVZ,1,careiro.varzea,"",
AM,1301209,Coari,CRI,1,coari,"",
AM,1301308,Codajás,CJS,1,codajas,"",
AM,1301407,Eirunepé,EIE,1,eirunepe,"",
AM,1301506,Envira,EVI,1,envira,"",
AM,1301605,Fonte Boa,FTB,1,fonte.boa,"",
AM,1301654,Guajará,,1,guajara,"",
AM,1301704,Humaitá,HUT,1,humaita,"",
AM,1301803,Ipixuna,IXN,1,ipixuna,"",
AM,1301852,Iranduba,IRD,1,iranduba,"",
AM,1301902,Itacoatiara,IOT,1,itacoatiara,"",
AM,1301951,Itamarati,IKT,1,itamarati,F,
AM,1302009,Itapiranga,IXT,1,itapiranga,F,
AM,1302108,Japurá,JPU,1,japura,"",
AM,1302207,Juruá,JRA,1,jurua,"",
AM,1302306,Jutaí,JTY,1,jutai,F,
AM,1302405,Lábrea,LEA,1,labrea,"",
AM,1302504,Manacapuru,MPU,1,manacapuru,"",
AM,1302553,Manaquiri,MQR,1,manaquiri,"",
AM,1302603,Manaus,MNS,1,manaus,"",
AM,1302702,Manicoré,MIC,1,manicore,"",
AM,1302801,Maraã,MAX,1,maraa,F,
AM,1302900,Maués,MUS,1,maues,"",
AM,1303007,Nhamundá,NHM,1,nhamunda,"",
AM,1303106,Nova Olinda do Norte,NLN,1,nova.olinda.norte,"",
AM,1303205,Novo Airão,NOR,1,novo.airao,"",
AM,1303304,Novo Aripuanã,NON,1,novo.aripuana,"",
AM,1303403,Parintins,PAR,1,parintins,"",
AM,1303502,Pauini,PYI,1,pauini,F,
AM,1303536,Presidente Figueiredo,PFG,1,presidente.figueiredo,"",
AM,1303569,Rio Preto da Eva,RPE,1,rio.preto.eva,"",
AM,1303601,Santa Isabel do Rio Negro,SZL,1,santa.isabel.rio.negro,F,
AM,1303700,Santo Antônio do Içá,SIC,1,santo.antonio.ica,"",
AM,1303809,São Gabriel da Cachoeira,SBH,1,sao.gabriel.cachoeira,"",
AM,1303908,São Paulo de Olivença,SDO,1,sao.paulo.olivenca,R,
AM,1303957,São Sebastião do Uatumã,SKK,1,sao.sebastiao.uatuma,F,
AM,1304005,Silves,SKV,1,silves,F,
AM,1304062,Tabatinga,TBN,1,tabatinga,"",
AM,1304104,Tapauá,TPU,1,tapaua,"",
AM,1304203,Tefé,TFE,1,tefe,"",
AM,1304237,Tonantins,TNI,1,tonantins,"",
AM,1304260,Uarini,UAI,1,uarini,"",
AM,1304302,Urucará,UUR,1,urucara,"",
AM,1304401,Urucurituba,UCU,1,urucurituba,"",
AP,1600055,Serra do Navio,,1,serra.navio,"",
AP,1600105,Amapá,AAP,1,amapa,"",
AP,1600154,Pedra Branca do Amapari,,1,pedra.branca.amapari,"",
AP,1600204,Calçoene,COK,1,calcoene,F,
AP,1600212,Cutias,,1,cutias,"",
AP,1600238,Ferreira Gomes,FEG,1,ferreira.gomes,"",
AP,1600253,Itaubal,,1,itaubal,"",
AP,1600279,Laranjal do Jari,LJI,1,laranjal.jari,"",
AP,1600303,Macapá,MPA,1,macapa,"",
AP,1600402,Mazagão,MZG,1,mazagao,"",
AP,1600501,Oiapoque,OPQ,1,oiapoque,"",
AP,1600535,Porto Grande,,1,porto.grande,"",
AP,1600550,Pracuúba,,1,pracuuba,"",
AP,1600600,Santana,SQA,1,santana,F,
AP,1600709,Tartarugalzinho,TGO,1,tartarugalzinho,"",
AP,1600808,Vitória do Jari,,1,vitoria.jari,"",
BA,2900108,Abaíra,ABR,1,abaira,"",
BA,2900207,Abaré,ABE,1,abare,"",
BA,2900306,Acajutiba,AJB,1,acajutiba,"",
BA,2900355,Adustina,ASN,1,adustina,"",
BA,2900405,Água Fria,AFA,1,agua.fria,"",
BA,2900504,Érico Cardoso,,1,erico.cardoso,"",
BA,2900603,Aiquara,AIQ,1,aiquara,"",
BA,2900702,Alagoinhas,,1,alagoinhas,"",
BA,2900801,Alcobaça,ALC,1,alcobaca,"",
BA,2900900,Almadina,ALM,1,almadina,"",
BA,2901007,Amargosa,ARA,1,amargosa,"",
BA,2901106,Amélia Rodrigues,ARG,1,amelia.rodrigues,"",
BA,2901155,América Dourada,AED,1,america.dourada,"",
BA,2901205,Anagé,AAE,1,anage,"",
BA,2901304,Andaraí,ANI,1,andarai,"",
BA,2901353,Andorinha,ADK,1,andorinha,F,
BA,2901403,Angical,ANL,1,angical,"",
BA,2901502,Anguera,AEX,1,anguera,F,
BA,2901601,Antas,ANX,1,antas,F,
BA,2901700,Antônio Cardoso,ATC,1,antonio.cardoso,"",
BA,2901809,Antônio Gonçalves,AVS,1,antonio.goncalves,"",
BA,2901908,Aporá,APR,1,apora,"",
BA,2901957,Apuarema,APE,1,apuarema,"",
BA,2902005,Aracatu,AAW,1,aracatu,F,
BA,2902054,Araçás,ACK,1,aracas,F,
BA,2902104,Araci,AAC,1,araci,"",
BA,2902203,Aramari,AAM,1,aramari,"",
BA,2902252,Arataca,ATW,1,arataca,F,
BA,2902302,Aratuípe,AUP,1,aratuipe,"",
BA,2902401,Aurelino Leal,AEL,1,aurelino.leal,"",
BA,2902500,Baianópolis,BPL,1,baianopolis,"",
BA,2902609,Baixa Grande,BXD,1,baixa.grande,"",
BA,2902658,Banzaê,BZE,1,banzae,"",
BA,2902708,Barra,BAA,1,barra,"",
BA,2902807,Barra da Estiva,BAV,1,barra.estiva,"",
BA,2902906,Barra do Choça,BHO,1,barra.choca,"",
BA,2903003,Barra do Mendes,BDS,1,barra.mendes,"",
BA,2903102,Barra do Rocha,BCH,1,barra.rocha,"",
BA,2903201,Barreiras,BES,1,barreiras,"",
BA,2903235,Barro Alto,BLT,1,barro.alto,"",
BA,2903276,Barrocas,,1,barrocas,"",
BA,2903300,Barro Preto,BPO,1,barro.preto,"",
BA,2903409,Belmonte,BLE,1,belmonte,"",
BA,2903508,Belo Campo,BLP,1,belo.campo,"",
BA,2903607,Biritinga,BIR,1,biritinga,"",
BA,2903706,Boa Nova,BOV,1,boa.nova,"",
BA,2903805,Boa Vista do Tupim,BTM,1,boa.vista.tupim,"",
BA,2903904,Bom Jesus da Lapa,BMP,1,bom.jesus.lapa,"",
BA,2903953,Bom Jesus da Serra,BJD,1,bom.jesus.serra,R,
BA,2904001,Boninal,BOL,1,boninal,"",
BA,2904050,Bonito,BNK,1,bonito,F,
BA,2904100,Boquira,BQA,1,boquira,"",
BA,2904209,Botuporã,BUR,1,botupora,"",
BA,2904308,Brejões,BJX,1,brejoes,F,
BA,2904407,Brejolândia,BJL,1,brejolandia,"",
BA,2904506,Brotas de Macaúbas,BSC,1,brotas.macaubas,"",
BA,2904605,Brumado,BRM,1,brumado,"",
BA,2904704,Buerarema,BUE,1,buerarema,"",
BA,2904753,Buritirama,BIA,1,buritirama,"",
BA,2904803,Caatiba,CTB,1,caatiba,"",
BA,2904852,Cabaceiras do Paraguaçu,CPQ,1,cabaceiras.paraguacu,F,
BA,2904902,Cachoeira,CHE,1,cachoeira,"",
BA,2905008,Caculé,CCE,1,cacule,"",
BA,2905107,Caém,CKX,1,caem,F,
BA,2905156,Caetanos,,1,caetanos,"",
BA,2905206,Caetité,CTT,1,caetite,"",
BA,2905305,Cafarnaum,CFM,1,cafarnaum,"",
BA,2905404,Cairu,CIU,1,cairu,"",
BA,2905503,Caldeirão Grande,CDG,1,caldeirao.grande,"",
BA,2905602,Camacan,CCN,1,camacan,"",
BA,2905701,Camaçari,CAR,1,camacari,"",
BA,2905800,Camamu,CMM,1,camamu,"",
BA,2905909,Campo Alegre de Lourdes,CGR,1,campo.alegre.lourdes,"",
BA,2906006,Campo Formoso,CFS,1,campo.formoso,"",
BA,2906105,Canápolis,CPK,1,canapolis,F,
BA,2906204,Canarana,CNR,1,canarana,"",
BA,2906303,Canavieiras,CVS,1,canavieiras,"",
BA,2906402,Candeal,CNW,1,candeal,F,
BA,2906501,Candeias,CIS,1,candeias,"",
BA,2906600,Candiba,,1,candiba,"",
BA,2906709,Cândido Sales,CDS,1,candido.sales,"",
BA,2906808,Cansanção,CSO,1,cansancao,"",
BA,2906824,Canudos,CUS,1,canudos,"",
BA,2906857,Capela do Alto Alegre,CWG,1,capela.alto.alegre,F,
BA,2906873,Capim Grosso,CCG,1,capim.grosso,F,
BA,2906899,Caraíbas,CIZ,1,caraibas,F,
BA,2906907,Caravelas,CRV,1,caravelas,"",
BA,2907004,Cardeal da Silva,CSW,1,cardeal.silva,F,
BA,2907103,Carinhanha,CIN,1,carinhanha,"",
BA,2907202,Casa Nova,CSV,1,casa.nova,"",
BA,2907301,Castro Alves,CAV,1,castro.alves,"",
BA,2907400,Catolândia,CKY,1,catolandia,F,
BA,2907509,Catu,CAU,1,catu,"",
BA,2907558,Caturama,CTF,1,caturama,F,
BA,2907608,Central,CAL,1,central,"",
BA,2907707,Chorrochó,CKH,1,chorrocho,F,
BA,2907806,Cícero Dantas,CDT,1,cicero.dantas,"",
BA,2907905,Cipó,CIP,1,cipo,"",
BA,2908002,Coaraci,COC,1,coaraci,"",
BA,2908101,Cocos,COX,1,cocos,F,
BA,2908200,Conceição da Feira,CFA,1,conceicao.feira,"",
BA,2908309,Conceição do Almeida,CDL,1,conceicao.almeida,R,
BA,2908408,Conceição do Coité,CCC,1,conceicao.coite,"",
BA,2908507,Conceição do Jacuípe,CJP,1,conceicao.jacuipe,"",
BA,2908606,Conde,CNX,1,conde,F,
BA,2908705,Condeúba,CEU,1,condeuba,"",
BA,2908804,Contendas do Sincorá,CDC,1,contendas.sincora,"",
BA,2908903,Coração de Maria,CEI,1,coracao.maria,R,
BA,2909000,Cordeiros,CWS,1,cordeiros,F,
BA,2909109,Coribe,CYB,1,coribe,F,
BA,2909208,Coronel João Sá,CRJ,1,coronel.joao.sa,"",
BA,2909307,Correntina,CTI,1,correntina,"",
BA,2909406,Cotegipe,CGP,1,cotegipe,"",
BA,2909505,Cravolândia,CVO,1,cravolandia,"",
BA,2909604,Crisópolis,CSK,1,crisopolis,F,
BA,2909703,Cristópolis,CKT,1,cristopolis,F,
BA,2909802,Cruz das Almas,CZM,1,cruz.almas,"",
BA,2909901,Curaçá,CRX,1,curaca,F,
BA,2910008,Dário Meira,DMA,1,dario.meira,"",
BA,2910057,Dias d'Ávila,,1,dias.avila,"",
BA,2910107,Dom Basílio,DBL,1,dom.basilio,"",
BA,2910206,Dom Macedo Costa,DDC,1,dom.macedo.costa,"",
BA,2910305,Elísio Medrado,EMD,1,elisio.medrado,"",
BA,2910404,Encruzilhada,EZL,1,encruzilhada,"",
BA,2910503,Entre Rios,ERS,1,entre.rios,"",
BA,2910602,Esplanada,ESA,1,esplanada,"",
BA,2910701,Euclides da Cunha,ECN,1,euclides.cunha,"",
BA,2910727,Eunápolis,EUS,1,eunapolis,"",
BA,2910750,Fátima,FIA,1,fatima,"",
BA,2910776,Feira da Mata,FDM,1,feira.mata,R,
BA,2910800,Feira de Santana,FSA,1,feira.santana,"",
BA,2910859,Filadélfia,FDA,1,filadelfia,"",
BA,2910909,Firmino Alves,FMV,1,firmino.alves,"",
BA,2911006,Floresta Azul,FAL,1,floresta.azul,"",
BA,2911105,Formosa do Rio Preto,FRP,1,formosa.rio.preto,"",
BA,2911204,Gandu,GDU,1,gandu,"",
BA,2911253,Gavião,GVO,1,gaviao,"",
BA,2911303,Gentio do Ouro,GOU,1,gentio.ouro,"",
BA,2911402,Glória,GLO,1,gloria,"",
BA,2911501,Gongogi,GGG,1,gongogi,"",
BA,2911600,Governador Mangabeira,GMG,1,governador.mangabeira,"",
BA,2911659,Guajeru,GEU,1,guajeru,"",
BA,2911709,Guanambi,GNB,1,guanambi,"",
BA,2911808,Guaratinga,GNG,1,guaratinga,"",
BA,2911857,Heliópolis,,1,heliopolis,"",
BA,2911907,Iaçu,ICU,1,iacu,"",
BA,2912004,Ibiassucê,ISC,1,ibiassuce,"",
BA,2912103,Ibicaraí,ICR,1,ibicarai,"",
BA,2912202,Ibicoara,IIO,1,ibicoara,"",
BA,2912301,Ibicuí,IBC,1,ibicui,"",
BA,2912400,Ibipeba,IBB,1,ibipeba,"",
BA,2912509,Ibipitanga,IIT,1,ibipitanga,"",
BA,2912608,Ibiquera,IIQ,1,ibiquera,"",
BA,2912707,Ibirapitanga,IIP,1,ibirapitanga,"",
BA,2912806,Ibirapuã,IBP,1,ibirapua,"",
BA,2912905,Ibirataia,IRT,1,ibirataia,"",
BA,2913002,Ibitiara,IRK,1,ibitiara,F,
BA,2913101,Ibititá,IIY,1,ibitita,F,
BA,2913200,Ibotirama,IBM,1,ibotirama,"",
BA,2913309,Ichu,ICH,1,ichu,"",
BA,2913408,Igaporã,IGO,1,igapora,"",
BA,2913457,Igrapiúna,IGH,1,igrapiuna,F,
BA,2913507,Iguaí,IUI,1,iguai,"",
BA,2913606,Ilhéus,ILH,1,ilheus,"",
BA,2913705,Inhambupe,IHU,1,inhambupe,"",
BA,2913804,Ipecaetá,,1,ipecaeta,"",
BA,2913903,Ipiaú,IPW,1,ipiau,F,
BA,2914000,Ipirá,IPI,1,ipira,"",
BA,2914109,Ipupiara,IIX,1,ipupiara,F,
BA,2914208,Irajuba,IRJ,1,irajuba,"",
BA,2914307,Iramaia,IMX,1,iramaia,F,
BA,2914406,Iraquara,IRQ,1,iraquara,"",
BA,2914505,Irará,IRX,1,irara,F,
BA,2914604,Irecê,IEE,1,irece,"",
BA,2914653,Itabela,IBH,1,itabela,F,
BA,2914703,Itaberaba,IEB,1,itaberaba,"",
BA,2914802,Itabuna,ITB,1,itabuna,"",
BA,2914901,Itacaré,IRE,1,itacare,"",
BA,2915007,Itaeté,IEW,1,itaete,F,
BA,2915106,Itagi,YGI,1,itagi,F,
BA,2915205,Itagibá,IGB,1,itagiba,"",
BA,2915304,Itagimirim,IMM,1,itagimirim,"",
BA,2915353,Itaguaçu da Bahia,IGD,1,itaguacu.bahia,R,
BA,2915403,Itaju do Colônia,IJL,1,itaju.colonia,"",
BA,2915502,Itajuípe,IJP,1,itajuipe,"",
BA,2915601,Itamaraju,IMJ,1,itamaraju,"",
BA,2915700,Itamari,IMY,1,itamari,F,
BA,2915809,Itambé,IAM,1,itambe,"",
BA,2915908,Itanagra,INR,1,itanagra,"",
BA,2916005,Itanhém,IHM,1,itanhem,"",
BA,2916104,Itaparica,IAP,1,itaparica,"",
BA,2916203,Itapé,YPE,1,itape,F,
BA,2916302,Itapebi,IEY,1,itapebi,F,
BA,2916401,Itapetinga,ING,1,itapetinga,"",
BA,2916500,Itapicuru,IUW,1,itapicuru,F,
BA,2916609,Itapitanga,ITT,1,itapitanga,"",
BA,2916708,Itaquara,IQA,1,itaquara,"",
BA,2916807,Itarantim,IRM,1,itarantim,"",
BA,2916856,Itatim,ITF,1,itatim,F,
BA,2916906,Itiruçu,IIC,1,itirucu,"",
BA,2917003,Itiúba,IIB,1,itiuba,"",
BA,2917102,Itororó,IRR,1,itororo,"",
BA,2917201,Ituaçu,ICX,1,ituacu,F,
BA,2917300,Ituberá,,1,itubera,"",
BA,2917334,Iuiú,IIJ,1,iuiu,F,
BA,2917359,Jaborandi,JBI,1,jaborandi,"",
BA,2917409,Jacaraci,JCC,1,jacaraci,"",
BA,2917508,Jacobina,JBN,1,jacobina,"",
BA,2917607,Jaguaquara,JGQ,1,jaguaquara,"",
BA,2917706,Jaguarari,JGA,1,jaguarari,"",
BA,2917805,Jaguaripe,JUP,1,jaguaripe,"",
BA,2917904,Jandaíra,JDI,1,jandaira,"",
BA,2918001,Jequié,JEE,1,jequie,"",
BA,2918100,Jeremoabo,JRO,1,jeremoabo,"",
BA,2918209,Jiquiriçá,JIQ,1,jiquirica,"",
BA,2918308,Jitaúna,JTN,1,jitauna,"",
BA,2918357,João Dourado,JDY,1,joao.dourado,F,
BA,2918407,Juazeiro,JUO,1,juazeiro,"",
BA,2918456,Jucuruçu,JUC,1,jucurucu,"",
BA,2918506,Jussara,JSS,1,jussara,"",
BA,2918555,Jussari,JSI,1,jussari,"",
BA,2918605,Jussiape,,1,jussiape,"",
BA,2918704,Lafaiete Coutinho,LFE,1,lafaiete.coutinho,"",
BA,2918753,Lagoa Real,LRL,1,lagoa.real,"",
BA,2918803,Laje,LAJ,1,laje,"",
BA,2918902,Lajedão,LED,1,lajedao,"",
BA,2919009,Lajedinho,LEH,1,lajedinho,"",
BA,2919058,Lajedo do Tabocal,LTL,1,lajedo.tabocal,"",
BA,2919108,Lamarão,LAR,1,lamarao,"",
BA,2919157,Lapão,LPO,1,lapao,"",
BA,2919207,Lauro de Freitas,LFS,1,lauro.freitas,"",
BA,2919306,Lençóis,LCS,1,lencois,"",
BA,2919405,Licínio de Almeida,LID,1,licinio.almeida,"",
BA,2919504,Livramento de Nossa Senhora,,1,livramento.nossa.senhora,"",
BA,2919553,Luís Eduardo Magalhães,,1,luis.eduardo.magalhaes,"",
BA,2919603,Macajuba,MJU,1,macajuba,"",
BA,2919702,Macarani,MCR,1,macarani,"",
BA,2919801,Macaúbas,MCB,1,macaubas,"",
BA,2919900,Macururé,MUX,1,macurure,F,
BA,2919926,Madre de Deus,MDY,1,madre.deus,F,
BA,2919959,Maetinga,MAY,1,maetinga,F,
BA,2920007,Maiquinique,MQQ,1,maiquinique,"",
BA,2920106,Mairi,MRY,1,mairi,F,
BA,2920205,Malhada,MLH,1,malhada,"",
BA,2920304,Malhada de Pedras,MDD,1,malhada.pedras,"",
BA,2920403,Manoel Vitorino,MVO,1,manoel.vitorino,"",
BA,2920452,Mansidão,MMD,1,mansidao,F,
BA,2920502,Maracás,MAS,1,maracas,"",
BA,2920601,Maragogipe,MGP,1,maragogipe,"",
BA,2920700,Maraú,MRU,1,marau,"",
BA,2920809,Marcionílio Souza,MNZ,1,marcionilio.souza,"",
BA,2920908,Mascote,MAE,1,mascote,"",
BA,2921005,Mata de São João,MJO,1,mata.sao.joao,"",
BA,2921054,Matina,MTW,1,matina,F,
BA,2921104,Medeiros Neto,MSN,1,medeiros.neto,"",
BA,2921203,Miguel Calmon,MGN,1,miguel.calmon,"",
BA,2921302,Milagres,MLG,1,milagres,"",
BA,2921401,Mirangaba,MIN,1,mirangaba,"",
BA,2921450,Mirante,MRQ,1,mirante,F,
BA,2921500,Monte Santo,MEO,1,monte.santo,"",
BA,2921609,Morpará,MRP,1,morpara,"",
BA,2921708,Morro do Chapéu,MHU,1,morro.chapeu,"",
BA,2921807,Mortugaba,MTG,1,mortugaba,"",
BA,2921906,Mucugê,MCG,1,mucuge,"",
BA,2922003,Mucuri,MUI,1,mucuri,"",
BA,2922052,Mulungu do Morro,MUD,1,mulungu.morro,R,
BA,2922102,Mundo Novo,MNO,1,mundo.novo,"",
BA,2922201,Muniz Ferreira,MIZ,1,muniz.ferreira,"",
BA,2922250,Muquém de São Francisco,MSF,1,muquem.sao.francisco,"",
BA,2922300,Muritiba,MTI,1,muritiba,"",
BA,2922409,Mutuípe,MUU,1,mutuipe,"",
BA,2922508,Nazaré,NAE,1,nazare,"",
BA,2922607,Nilo Peçanha,NIA,1,nilo.pecanha,"",
BA,2922656,Nordestina,NTA,1,nordestina,"",
BA,2922706,Nova Canaã,NCO,1,nova.canaa,F,
BA,2922730,Nova Fátima,NFT,1,nova.fatima,"",
